SUB_1,SUB_1 Lat,SUB_1 Long,SUB_2,SUB_2 Lat,SUB_2 Long,Shape__Length
UNKNOWN123906,,,CHALK POINT,,,973.0159097
TAP135866,,,SAND CREEK,,,110.1033648
WILSON,,,TAP155555,,,9099.388764
UNKNOWN109318,,,CHATOM,,,32294.74388
UNKNOWN117349,,,UNKNOWN154228,,,35845.55567
UNKNOWN117006,,,TAP139226,,,382.243987
UNKNOWN120795,,,UNKNOWN120912,,,34147.85564
DISSTON,,,32ND STREET,,,3318.924822
UNKNOWN131108,,,UNKNOWN133741,,,30327.61617
CRIST,,,PENSACOLA FLORIDA PLANT,,,6224.19807
UNKNOWN123096,,,TAP155935,,,10187.10095
UNKNOWN121217,,,TAP146890,,,9240.571192
WARRICK,,,UNKNOWN127589,,,1432.723576
OSWEGO,,,WOLFS CROSSING,,,7583.892432
TAP142317,,,TAP142318,,,4284.584521
TAP146625,,,TAP146627,,,9262.620783
UNKNOWN118145,,,KNOLL,,,4138.750896
WHEELABRATOR FALLS,,,NOT AVAILABLE,,,104.4481267
MORGANTOWN ENERGY FACILITY,,,OSAGE,,,7870.233761
UNKNOWN125466,,,TAP139012,,,593.1597704
UNKNOWN131730,,,UNKNOWN131937,,,10331.53113
FACE ROCK,,,NOT AVAILABLE,,,1018.385354
TAP152152,,,GLEASON,,,63.33976205
TAP142459,,,CARLYSS,,,3998.410312
UNKNOWN128470,,,UNKNOWN128471,,,26694.35939
UNKNOWN111790,,,TAP142753,,,7293.739872
UNKNOWN107821,,,UNKNOWN108089,,,33283.4109
GAHANNA SUBSTATION,,,HAP CREMEAN SUBSTATION,,,9332.952601
HANCOCK,,,CAVE SPRING,,,5998.165475
UNKNOWN122482,,,SANFORD,,,960.5818766
TAP153099,,,TAP154613,,,5020.064501
LAUDERDALE,,,LAUDANIA,,,8821.733958
UNKNOWN118967,,,TAP148982,,,2019.890761
TAP154781,,,TAP154790,,,1447.174172
UNKNOWN131227,,,UNKNOWN132428,,,46827.3763
UNKNOWN122441,,,UNKNOWN122443,,,4806.26058
UNKNOWN146892,,,TAP146894,,,24.12747313
UNKNOWN111461,,,TAP146966,,,1141.823516
TAP135427,,,BOURNE SWITCHING STATION,,,7632.313139
UNKNOWN118566,,,TAP149759,,,3358.521323
UNKNOWN132786,,,EAST AVENUE,,,3292.84896
UNKNOWN114719,,,TAP150532,,,47.49481219
BLUEBELL,,,SOUTH EAST CANTON,,,39260.49655
"STATESVILLE, HIGHWAY 64",,,NOT AVAILABLE,,,49.00918135
PHOENIX,,,COVENTRY,,,18341.03455
TAP140248,,,QUARRY,,,125.1435365
LADENTOWN,,,BUCHANAN,,,23239.27906
UNKNOWN114815,,,TAP155390,,,79.79263496
UNKNOWN117190,,,TAP152618,,,15251.28824
UNKNOWN109872,,,TAP146030,,,8.56740183
LAWRENCE ENERGY CENTER,,,LAWRENCE HILL,,,1070.858648
TAP144568,,,TAP145626,,,20298.96505
TAP142549,,,TAP142550,,,2736.510669
SULLIVAN,,,TAP151036,,,30948.77723
UNKNOWN117807,,,TAP140534,,,48.57308294
MARYLAND SOLAR,,,NOT AVAILABLE,,,237.0259643
TAP142395,,,TAP142396,,,2199.671339
UNKNOWN110423,,,TAP149897,,,3925.255389
VANDERBILT UNIVERSITY POWER PLANT,,,NOT AVAILABLE,,,118.5645722
ATHENS,,,LEEDS,,,1316.0028
UNKNOWN119216,,,TAP149040,,,5343.613553
RAEFORD,,,TAP148351,,,23102.6492
TAP139578,,,BYLLESBY,,,2591.88434
UNKNOWN129559,,,SPERRY,,,442.4598537
UNKNOWN121497,,,TAP147121,,,20727.05294
TALLMADGE,,,ARGENTA,,,101516.6666
UNKNOWN110415,,,TAP152485,,,10780.56414
UNKNOWN127791,,,FRANK E RATTS STATION,,,11499.46161
LAWTON EAST SIDE,,,TAP149613,,,1900.924343
TAP141926,,,TAP141927,,,2971.063963
LOCKENSBURG,,,PATTERSON,,,29436.68681
TAP142828,,,TAP142829,,,4391.537817
UNKNOWN108535,,,DINNER LAKE,,,11728.91149
UNKNOWN110363,,,TAP150131,,,8789.535183
AUTAUGAVILLE 230KV,,,MONTGOMERY SWITCHING STATION,,,30279.34518
UNKNOWN109473,,,UNKNOWN109508,,,4691.018228
UNKNOWN113537,,,UNKNOWN115228,,,4768.031115
TAP149607,,,TAP149608,,,22445.08151
TAP139734,,,OAKDALE POWER STATION,,,1108.607079
UNKNOWN114766,,,WEST MILTON,,,43394.82858
TAP151875,,,HILLSBORO,,,4342.401539
UNKNOWN114982,,,UNKNOWN115091,,,8975.398241
UNKNOWN115254,,,NOT AVAILABLE,,,1375.473183
COLTON,,,TAP140335,,,16366.81398
ST MARYS,,,NOT AVAILABLE,,,66.77595603
AGENCY GT,,,UNKNOWN137737,,,1739.933329
MIAMI,,,SHELBY,,,53454.18945
UNKNOWN114572,,,UNKNOWN114573,,,112.450869
TAP142581,,,TAP142582,,,9545.29907
STEVENSON,,,TAP140850,,,10759.08589
PUTNAM,,,NOT AVAILABLE,,,294.4322623
UNKNOWN109061,,,UNKNOWN109062,,,14880.97076
UNKNOWN129197,,,TIANA,,,23073.9991
UNKNOWN109967,,,TAP145958,,,311.2508286
UNKNOWN118553,,,TAP149761,,,191.0017315
HOGAN RD,,,TAP138438,,,166.2503725
UNKNOWN109804,,,R D MORROW,,,22427.77788
UNKNOWN121676,,,TAP153690,,,23066.22482
SANFORD,,,NOT AVAILABLE,,,231.1795274
TAP147988,,,TAP147989,,,10204.33317
UNKNOWN129253,,,TAP134625,,,9731.659712
TAP134633,,,TAP134638,,,3888.087627
TAP134896,,,TAP134897,,,2350.362394
TAP139108,,,TAP139109,,,49.50957902
TORO NEGRO,,,NOT AVAILABLE,,,34.98378622
UNKNOWN119600,,,TAP140616,,,26893.2122
UNKNOWN112751,,,TAP152810,,,1799.079018
PLANT GASTON,,,LEEDS,,,39893.52906
UNKNOWN129168,,,UNKNOWN130006,,,8003.66078
UNKNOWN119966,,,TAP149306,,,425.9646585
UNKNOWN123974,,,TAP138288,,,110.5129245
DUNE ACRES,,,BAILLY,,,3498.122289
UNKNOWN129115,,,UNKNOWN129119,,,10917.43153
TAP152057,,,NORTH KNOX,,,11166.18905
NRG ROCKFORD II ENERGY CENTER,,,TAP137869,,,197.4810841
UNKNOWN112350,,,TAP142714,,,221.2577412
UNKNOWN110357,,,TAP146155,,,214.5711473
UNKNOWN123429,,,GREYS FERRY,,,4651.599036
UNKNOWN124253,,,UNKNOWN124830,,,50953.8115
UNKNOWN119325,,,TAP149413,,,20228.60019
UNKNOWN109755,,,EATON,,,6530.132802
TAP154513,,,TAP154514,,,825.4902732
UNKNOWN135249,,,TAP166977,,,41091.75798
UNKNOWN128924,,,TAP137102,,,125.3617834
UNKNOWN130778,,,TAP160683,,,4597.056308
UNKNOWN122798,,,TAP154710,,,1864.159102
SOUTH END,,,GLENBROOK,,,3064.917275
AIR PRODUCTS,,,WILLOW GLEN (500KV),,,5178.604313
TAP155213,,,WEST HILLS,,,537.9475024
UNKNOWN119815,,,TAP148848,,,2831.575838
WILTON,,,WILTON (345KV),,,461.7702992
TAP138422,,,TAP138424,,,4149.051024
UNKNOWN130011,,,TAP137480,,,21.10436034
SAVAGE ROAD,,,TAP153121,,,997.2897433
UNKNOWN118161,,,TAP138811,,,405.278903
UNKNOWN109221,,,TAP145824,,,7040.632179
UNKNOWN116388,,,TAP151202,,,146.3826494
BENNDALE,,,TAP143355,,,32601.36379
UNKNOWN125548,,,UNKNOWN125550,,,48091.66029
TAP137184,,,EVANS,,,7058.242452
WOODWARD,,,WOODWARD,,,17939.08624
KICKAPOO,,,UNKNOWN117664,,,2756.616554
SPARTANBURG WATER SYSTEM,,,TAP154895,,,4319.483191
SIOUX CITY,,,UNKNOWN130487,,,495.7305043
TAP144745,,,S. MACON,,,10138.21598
TAP146422,,,TAP147353,,,18993.89135
UNKNOWN131195,,,UNKNOWN131196,,,4685.777132
BRANDON,,,COUNTY LINE,,,7428.46099
UNKNOWN111163,,,UNKNOWN111168,,,11044.09926
WEST CHARLESTON,,,NOT AVAILABLE,,,30.5299102
UNKNOWN113585,,,TAP148289,,,2906.885733
OLD HICKORY,,,TAP155570,,,16558.8744
UNKNOWN107944,,,TAP154725,,,6378.375874
UNKNOWN119214,,,UNKNOWN119215,,,1212.512237
SICKLER,,,NEW FREEDOM,,,2020.95722
WILLOW GLEN (230KV),,,NOT AVAILABLE,,,861.8593547
WEST WALPOLE,,,WALPOLE,,,1418.297673
UNKNOWN131637,,,UNKNOWN131907,,,37839.20238
ELKHORN,,,BRISTOL,,,9654.876371
PALMER,,,THORNDIKE,,,13265.31016
UNKNOWN132573,,,TAP138033,,,14955.37844
UNKNOWN118568,,,TAP149555,,,2235.748408
UNKNOWN120979,,,TAP142320,,,15293.49536
UNKNOWN131030,,,UNKNOWN131031,,,5727.645242
UNKNOWN110136,,,TAP145995,,,81.62804701
INDECK WEST ENFIELD ENERGY CENTER,,,UNKNOWN136689,,,3701.753087
UNKNOWN129251,,,TAP139580,,,2877.122436
UNKNOWN111300,,,PEACOCK,,,3781.565067
UNKNOWN125366,,,TAP139838,,,272.7410022
PETENWELL,,,COUNCIL CREEK,,,67846.33475
UNKNOWN110511,,,BRIDGEWATER,,,11654.46408
UNKNOWN113621,,,HYATT,,,11455.54284
TAP139744,,,LUNENBURG,,,2523.895795
TAP148835,,,WHITESIDE,,,964.8904419
UNKNOWN117991,,,TAP138808,,,56956.4109
UNKNOWN113580,,,TAP148286,,,1317.862093
UNKNOWN117272,,,RITCHIE STATION,,,44292.05679
UNKNOWN109441,,,UNKNOWN155062,,,29932.83522
UNKNOWN116230,,,TAP154950,,,1314.257296
UNKNOWN118129,,,TAP138830,,,50.94682947
UNKNOWN112236,,,TAP141922,,,9714.711622
UNKNOWN118353,,,UNKNOWN119046,,,16271.80689
TAP149625,,,TAP149626,,,1298.48524
UNKNOWN115987,,,UNKNOWN116957,,,7741.442306
UNKNOWN131625,,,TAP148620,,,942.1330136
TAP148003,,,WAKE,,,9943.235599
BENT TREE WIND FARM PHASE 1,,,NOT AVAILABLE,,,320.9764279
UNKNOWN129940,,,TAP137401,,,6572.64964
SATELLITE,,,PATRICK,,,5305.116749
WESTWOOD GENERATION LLC,,,NOT AVAILABLE,,,26.30721895
UNKNOWN129546,,,NEWBRIDGE ROAD,,,5851.609175
UNKNOWN116480,,,TAP139190,,,44.62391546
UNKNOWN122805,,,TAP147265,,,204.0112063
UNKNOWN119203,,,TAP148996,,,88.69728203
ELMHURST,,,FRANKLIN PARK,,,5840.015478
WACHUSETT,,,FITCH ROAD,,,13854.14778
UNKNOWN121779,,,DIERKS,,,3578.402398
JARRETT,,,HEATON,,,7452.890758
JOHNSONVILLE,,,TAP152199,,,1194.824507
HAWTHORNE,,,SIBLEY,,,39427.60172
TRAYNOR,,,SUMMIT,,,1786.317562
UNKNOWN132738,,,BROAD STREET,,,10146.79057
UNKNOWN116531,,,TAP152822,,,6760.608307
KEENEY,,,HARMONY,,,20118.32777
LOWMOOR,,,LEXINGTON,,,76293.4832
UNKNOWN114315,,,TAP152662,,,30.53622373
UNKNOWN128173,,,TAP151587,,,7165.179658
FLAT CREEK,,,UNKNOWN120937,,,45261.45114
NRG ROCKFORD I,,,NOT AVAILABLE,,,77.20299434
UNKNOWN121148,,,TAP151812,,,5292.143512
UNKNOWN114990,,,TAP148300,,,125.7991778
TAP142977,,,DELMONT,,,584.1787564
UNKNOWN123789,,,BRUNOT ISLAND,,,567.2763979
BLADENSBURG SUBSTATION,,,TAP152249,,,81.68817997
UNKNOWN128461,,,TAP138717,,,99.61525121
UNKNOWN129125,,,TAP155990,,,7867.698144
UNKNOWN202159,,,VIRGINIA SMITH CONVERTER STATION,,,867.1527758
WILLIAMS ST,,,TAP136504,,,6166.103521
NORTH INTERTIE,,,NOT AVAILABLE,,,58.32394083
BOONSBORO,,,FOREST,,,12149.68009
UNKNOWN124764,,,TAP138312,,,9957.840533
UNKNOWN112496,,,WILLOW GLEN (230KV),,,8879.339897
UNKNOWN119176,,,TAP149742,,,3711.629801
UNKNOWN154160,,,TAP154161,,,199.1323547
UNKNOWN111552,,,TAP142623,,,1490.114177
UNKNOWN115783,,,KLONDIKE,,,94572.76479
FOREST JUNCTION,,,FOX RIVER STATION,,,25255.64185
UNKNOWN116969,,,TAP154645,,,10391.91081
UNKNOWN115551,,,TAP155219,,,47.80372284
SOUTH CANTON 138KV,,,APPLE CREEK,,,51916.97417
TAP141170,,,TAP141171,,,2865.119509
TAP138501,,,SIEGFRIED,,,15001.3895
UNKNOWN127690,,,TAP160604,,,10895.50019
UNKNOWN117256,,,ELLIS HYDRO,,,21657.07957
TAP139165,,,UNKNOWN146267,,,3444.411777
TAP140589,,,TAP140590,,,20184.15129
TAP138136,,,MUNSTER,,,6092.406584
TAP151698,,,PEACOCK,,,5259.652317
COLLINSVILLE,,,ALBERTVILLE,,,47732.49687
UNKNOWN111423,,,TAP148055,,,76.7475442
UNKNOWN118171,,,TAP138833,,,55.25736555
UNKNOWN117014,,,TAP139233,,,80.17093271
UNKNOWN117781,,,TAP153228,,,22280.2011
UNKNOWN119071,,,UNKNOWN119072,,,27434.11941
MORRISON,,,TAP152982,,,2318.627146
UNKNOWN116073,,,NORRIS DAM,,,11260.46391
UNKNOWN111013,,,UNKNOWN111014,,,917.3687849
UNKNOWN201993,,,HETTINGER,,,47877.25283
UNKNOWN109763,,,UNKNOWN109765,,,15160.79139
REENERGY LYONSDALE BIOMASS,,,TAP140372,,,93.25362705
TIPPY DAM,,,UNKNOWN145744,,,64211.74425
UNKNOWN124618,,,BREED,,,26605.47663
TAP142165,,,TAP142166,,,31144.44711
UNKNOWN124710,,,TAP136959,,,329.7619531
UNKNOWN120264,,,UNKNOWN120269,,,13618.24402
TAP155571,,,TAP158621,,,11879.76571
UNKNOWN109837,,,TAP145790,,,94.28076403
UNKNOWN135347,,,UNKNOWN135351,,,6069.115721
TAP137629,,,TAP137630,,,1168.239043
UNKNOWN131964,,,PAULINE,,,69313.00977
TAP143238,,,PINCKARD,,,60319.15045
UNKNOWN118229,,,TAP142136,,,9112.488159
UNKNOWN111485,,,UNKNOWN111979,,,4474.021974
UNKNOWN107723,,,UNKNOWN107828,,,27845.66605
UNKNOWN151067,,,RUBONIA,,,3067.627612
UNKNOWN109698,,,TAP142759,,,19041.9694
UNKNOWN124764,,,EAST TERRA HAUTE,,,12208.93324
UNKNOWN107970,,,HOT SPRING GENERATING FACILITY,,,144574.8629
FIVE FORKS,,,FACE ROCK,,,22500.89909
UNKNOWN129417,,,UNKNOWN129424,,,5336.76922
UNKNOWN128603,,,TAP145638,,,16817.74082
PORT MAYACA,,,PAHOKEE,,,27504.81998
UNKNOWN118424,,,UNKNOWN119102,,,21269.28465
UNKNOWN109648,,,UNKNOWN109649,,,2469.810962
TAP136605,,,TAP136610,,,9125.184233
LAKEVIEW,,,KENOSHA,,,10115.72182
SISTRUNK,,,ORCHID,,,2146.473978
WAHPETON,,,TAP160798,,,1647.945566
UNKNOWN153863,,,FAIRCREST,,,8352.592482
WATAUGA DAM,,,TAP152881,,,10161.03291
UNKNOWN132814,,,VERNON VT,,,38492.62579
UNIVERSITY CITY,,,LITTLE GYPSY STATION,,,30449.99749
BRISTOL,,,TAP136480,,,3787.972444
UNKNOWN113766,,,UNKNOWN133813,,,16443.83072
UNKNOWN115419,,,TAP155402,,,10901.03577
UNKNOWN121899,,,UNKNOWN125211,,,10311.88003
UNKNOWN108805,,,NOT AVAILABLE,,,821.7687847
TAP137892,,,TAP137893,,,131.1592879
BETHLEHEM ENERGY CENTER,,,NOT AVAILABLE,,,692.6000824
ARNOLD,,,UNKNOWN177233,,,36472.33049
UNKNOWN112807,,,UNKNOWN113714,,,333.1010503
UNKNOWN132039,,,TAP138108,,,33744.51323
UNKNOWN124313,,,LAKE WILSON,,,3269.636968
UNKNOWN110895,,,TAP142549,,,1443.183801
UNKNOWN131608,,,UNKNOWN131609,,,5688.702051
UNKNOWN124403,,,UNKNOWN124404,,,5329.520347
UNKNOWN112726,,,UNKNOWN176436,,,255.3120316
TAP152624,,,TAP154016,,,7498.313795
FRY BROOK,,,TAP136582,,,3788.585014
TAP142647,,,TAP142648,,,13447.26383
TAP145825,,,TAP146015,,,6201.096676
TAP137391,,,TAP153619,,,9950.003637
UNKNOWN123678,,,TAP141316,,,80.61169121
C-35 (DOE),,,JOPPA STATION,,,16977.96209
UNKNOWN116991,,,PLEASANT VIEW,,,12928.95917
HENDERSON,,,JACKS CREEK,,,17624.56696
ELECTRIC LIGHT 345 KV,,,WARRENVILLE,,,8949.043177
FIRESTONE,,,SOUTH AKRON,,,6204.664804
TAP143308,,,TAP143309,,,9308.055474
TAP142929,,,ALCHEM,,,4214.176365
TAP147202,,,TAP147203,,,8331.044663
UNKNOWN111010,,,UNKNOWN115091,,,36721.90074
UNKNOWN110126,,,TAP145908,,,2899.279685
UNKNOWN108980,,,FIRSTENERGY R PAUL SMITH POWER STATION,,,1142.406066
UNKNOWN108305,,,CAMP LAKE,,,19962.38172
UNKNOWN120960,,,TAP143302,,,120.4375409
WHITE BLUFF,,,SHERIDAN,,,36765.19598
UNKNOWN108743,,,TAP140075,,,3526.079753
TAP140329,,,TAP141230,,,13698.47002
ADDIS,,,WILLOW GLEN (500KV),,,26722.73904
UNKNOWN125565,,,UNKNOWN144686,,,525.5700093
UNKNOWN110455,,,TAP146010,,,18391.87159
TAP150469,,,TAP150471,,,9227.533229
UNKNOWN125087,,,UNKNOWN125089,,,31060.38031
UNKNOWN131501,,,UNKNOWN131504,,,11610.24908
UNKNOWN128355,,,TAP137285,,,6777.386973
UNKNOWN118345,,,UNKNOWN119244,,,13967.03752
IVY HILL SUBSTATION,,,COFFEE SUBSTATION,,,8759.053007
TAP137389,,,TAP137390,,,19427.59372
TAP138559,,,WILLMAR MUNICIPAL SOUTH,,,13375.13492
MILFORD,,,TAP138111,,,4443.938256
PLEASANT VALLEY,,,SILVER LAKE,,,21653.76213
UNKNOWN109709,,,TAP144705,,,4221.865229
UNKNOWN108486,,,ARCADIA,,,23213.5831
TAP142857,,,UNKNOWN150179,,,13089.15075
UNKNOWN150643,,,DAVIS,,,8959.59498
NEWINGTON 115KV,,,TAP136927,,,12055.52815
COYOTE,,,TAP160669,,,6663.574564
UNKNOWN135172,,,TAP160669,,,805.6969351
UNKNOWN113913,,,FINNEYTOWN,,,5402.521876
MOUNT CLINTON,,,UNKNOWN121565,,,1717.846403
UNKNOWN154736,,,UNKNOWN154835,,,5804.609359
ALLEN,,,WOODLAWN,,,16759.17549
HANCOCK,,,TAP147802,,,3389.569647
MONTROSE,,,UNKNOWN121754,,,120216.7893
TAP142517,,,TAP142521,,,2493.623401
UNKNOWN122795,,,TAP153780,,,10443.22672
SCRUBGRASS GENERATING PLANT,,,NOT AVAILABLE,,,94.71546427
KENOWA,,,LUDINGTON,,,167496.8411
TAP137923,,,TAP137926,,,1733.013218
UNKNOWN119316,,,UNKNOWN119317,,,24848.06798
TAP138165,,,BURNHAM,,,188.1937342
TAP133946,,,TAP133947,,,2402.072215
HILLSBORO,,,DEERFIELD BEACH,,,3801.370873
UNKNOWN109462,,,UNKNOWN109463,,,1553.718371
UNKNOWN118071,,,UNKNOWN118072,,,14347.27446
JOHN S RAINEY,,,ANDERSON,,,18858.20954
UNKNOWN133155,,,TAP138605,,,483.6466421
UNKNOWN114133,,,UNION CARBIDE,,,640.3493276
WEST CALDWELL,,,COOK ROAD,,,22107.19819
UNKNOWN115147,,,ENO,,,11265.47692
UNKNOWN113629,,,HAYDEN,,,11921.3098
UNKNOWN116834,,,TAP142591,,,4539.934966
UNKNOWN137797,,,TAP137813,,,7975.015216
TAP140469,,,TAP140471,,,18836.80636
UNKNOWN119068,,,UNKNOWN119195,,,26714.10409
UNKNOWN107905,,,UNKNOWN117306,,,11604.72638
UNKNOWN117184,,,TAP152634,,,44.90467367
UNKNOWN114647,,,TAP154205,,,1555.745249
UNKNOWN114961,,,TAP154400,,,114.7693347
UNKNOWN122737,,,UNKNOWN122924,,,46010.32899
TAP151658,,,TAP152423,,,20283.97747
REMINGTON,,,MARSH RUN CT,,,2540.047522
PARADISE,,,TAP155146,,,105051.0366
UNKNOWN135149,,,TAP160780,,,20854.65766
TAP151706,,,UNKNOWN162023,,,2386.070317
UNKNOWN128619,,,UNKNOWN128620,,,1014.901679
UNKNOWN121213,,,UNKNOWN121215,,,3863.476754
BIRCHWOOD,,,DELL CREEK,,,6267.636641
TAP148606,,,UNKNOWN148607,,,3723.648794
TAP148661,,,TAP148662,,,1602.485887
UNKNOWN117884,,,TAP139457,,,7479.787087
JACKSON ROAD,,,TWIN BRANCH (138 KV),,,18211.1323
JUNE ST,,,TAP140847,,,8123.904654
UNKNOWN109231,,,NOT AVAILABLE,,,647.4355053
UNKNOWN130958,,,TAP135625,,,76.83841651
TAP143054,,,TAP143055,,,4245.391577
UNKNOWN121799,,,TAP138937,,,18008.83509
FORMOSA PLASTICS,,,UNKNOWN112483,,,17659.91862
UNKNOWN128730,,,UNKNOWN128732,,,123.451898
TAP148864,,,TAP148922,,,5087.824324
BAMBER VALLEY,,,CASCADE CREEK,,,10047.82915
UNKNOWN131929,,,UNKNOWN131930,,,897.7962379
UNKNOWN114132,,,RACELAND,,,26218.05482
TAP135869,,,TAP136082,,,11614.71647
WAGNER,,,HERBERT A WAGNER,,,694.7173905
UNKNOWN125330,,,DEADEND166945,,,1519.958186
UNKNOWN118817,,,TAP149607,,,1200.346869
ONTARIO LFGTE,,,NOT AVAILABLE,,,49.81568674
UNKNOWN109603,,,TAP144776,,,7122.318878
UNKNOWN113587,,,UNKNOWN113588,,,3377.840578
"ROTH ROCK NORTH WIND FARM, LLC",,,TAP139271,,,9310.973863
UNKNOWN118743,,,UNKNOWN118744,,,1966.365037
UNKNOWN129014,,,TAP135691,,,4646.069441
UNKNOWN107802,,,UNKNOWN107810,,,18690.41289
UNKNOWN127756,,,TAP139109,,,1894.302644
UNKNOWN125205,,,TAP139106,,,10952.58069
UNKNOWN115911,,,UNKNOWN115912,,,9217.0603
UNKNOWN117436,,,HAWTHORNE,,,13213.22638
UNKNOWN112324,,,TAP151703,,,14950.20075
TAP135939,,,TAP135941,,,117.3585757
TAP138171,,,BLUE ISLAND,,,8158.933715
UNKNOWN127631,,,TAP143748,,,4306.515733
EAST ELKART,,,TAP138974,,,4531.34756
UNKNOWN111346,,,TAP142584,,,6375.220912
WHITTEMORE,,,TAP138685,,,56393.30754
UNKNOWN111670,,,TAP145982,,,575.0828444
UNKNOWN124659,,,UNKNOWN144867,,,5074.666481
UNKNOWN110439,,,UNKNOWN110440,,,1649.007239
UNKNOWN122793,,,UNKNOWN122818,,,779.0419867
UNKNOWN110368,,,TAP143848,,,495.3127794
UNKNOWN123837,,,UNKNOWN124187,,,19460.8205
WPS POWER NIAGARA,,,NOT AVAILABLE,,,41.54301372
UNKNOWN128737,,,TAP140187,,,85.52240206
UNKNOWN132570,,,TAP138033,,,174.0468151
UNKNOWN125705,,,UNKNOWN125707,,,2523.029768
TAP139524,,,STILES SW STA,,,101.4088448
UNKNOWN120770,,,TAP141813,,,2450.905203
UNKNOWN116082,,,NORCROSS,,,3668.733727
UNKNOWN123455,,,PROCTER & GAMBLE MEHOOPANY MILL,,,14178.02632
UNKNOWN110245,,,TAP143074,,,14539.24291
UNKNOWN110290,,,TAP145934,,,5592.492096
WEYERHAEUSER CO,,,NOT AVAILABLE,,,307.5632071
WATERFORD 230KV,,,NOT AVAILABLE,,,2584.294736
UNKNOWN109150,,,TAP143123,,,1409.017043
PULLIAM SW YD,,,7TH STREET,,,7102.712682
UNKNOWN122718,,,UNKNOWN122721,,,1581.441608
TAP148815,,,SIMMONS,,,4519.758357
UNKNOWN122543,,,UNKNOWN128005,,,1820.110431
UNKNOWN133238,,,TAP139684,,,19608.17136
UNKNOWN129938,,,TAP155090,,,13220.94425
TAP142436,,,TAP142437,,,12455.3703
WOLFS CROSSING,,,DRESDEN STATION,,,53716.17191
BARNETT SHOALS,,,NOT AVAILABLE,,,51.00444625
UNKNOWN128508,,,TAP139986,,,78.74959501
UNKNOWN109651,,,MCADAMS,,,2663.304455
UNKNOWN138113,,,TAP138114,,,41.33252632
TORRINGTON TERMINAL,,,NOT AVAILABLE,,,51.9575081
UNKNOWN129030,,,TAP140071,,,5291.350266
UNKNOWN131641,,,UNKNOWN131644,,,7718.645068
BLUEGRASS GENERATING STATION,,,MIDDLETOWN 345 KV,,,29420.05073
WEST FRANKFORT EAST,,,NORRIS CITY NORTH,,,67880.22959
RENAISSANCE STATION,,,NOT AVAILABLE,,,104.9151636
UNKNOWN115990,,,TAP152234,,,728.4759746
TUGALO,,,TAP154600,,,2700.503616
CHAMOIS,,,UNKNOWN117722,,,32558.95526
UNKNOWN119897,,,TAP138867,,,50895.86514
TAP149388,,,TAP149412,,,22319.74196
SUGAR ISLAND,,,TAP140319,,,77.48146249
WESTROCK PANAMA CITY MILL,,,WEWA ROAD,,,2990.279642
PHILO,,,OHIO CENTRAL,,,38995.21945
UNKNOWN109103,,,TAP142782,,,17845.9454
UNKNOWN131892,,,TAP137726,,,38105.94207
UNKNOWN125549,,,PETERSBURG STATION,,,16528.36082
TAP135696,,,TAP135697,,,46.51619352
UNKNOWN122873,,,UNKNOWN122933,,,19417.22907
TAP144165,,,TAP144166,,,2321.092305
UNKNOWN150328,,,TAP150330,,,1532.121705
UNKNOWN134205,,,UNKNOWN176494,,,3791.759066
UNKNOWN110729,,,TAP142868,,,20232.35773
KILN,,,JACK WATSON,,,43947.83895
UNKNOWN118516,,,UNKNOWN119067,,,42066.69335
UNKNOWN132436,,,UNKNOWN132437,,,22768.25571
TAP155377,,,TAP155378,,,1150.218515
UNKNOWN119414,,,UNKNOWN119425,,,11618.18461
UNKNOWN109566,,,WESTPOINT,,,39596.80812
UNKNOWN109692,,,UNKNOWN109696,,,31510.25113
LOUISIANA AVENUE,,,TAP161123,,,761.7857791
TAP154711,,,TAP154712,,,779.7531072
UNKNOWN115821,,,TAP154924,,,79.05539359
UNKNOWN117697,,,TAP140622,,,3335.158972
UNKNOWN111171,,,UNKNOWN111509,,,4955.965875
MABELVALE SUBSTATION,,,NOT AVAILABLE,,,271.1983263
UNKNOWN115905,,,TAP151036,,,2907.541859
CLOVERDALE,,,BENNINGTON,,,12163.11884
TAP155422,,,TAP155423,,,7559.021097
UNKNOWN108175,,,PORT SAINT JOE,,,3022.094503
UNKNOWN119326,,,TAP149659,,,27.49309936
UNKNOWN125544,,,TAP153817,,,43.76798487
UNKNOWN118966,,,UNKNOWN119105,,,17007.13284
CLEARVIEW,,,TAP151124,,,2635.930643
UNKNOWN118438,,,TAP149739,,,14727.76039
FOUR MILE HYDROPOWER PROJECT,,,UNKNOWN133169,,,18728.5426
UNKNOWN116131,,,TAP142230,,,7104.793017
UNKNOWN115123,,,UNKNOWN115124,,,2176.393546
DUNE ACRES,,,MICHIGAN CITY,,,25189.08342
UNKNOWN119606,,,TAP138774,,,26.3855812
UNKNOWN115251,,,TAP147407,,,1663.748724
GREAT FALLS (SC),,,TAP151701,,,35114.32775
UNKNOWN108000,,,UNKNOWN121035,,,5815.525858
TAP148461,,,TAP148462,,,89.86956859
UNKNOWN110406,,,TAP173613,,,109.4595235
WHEELABRATOR FRACKVILLE ENERGY,,,NOT AVAILABLE,,,40.42811491
UNKNOWN124900,,,UNKNOWN125322,,,22303.79488
UNKNOWN120525,,,CENTER PARK,,,8001.382565
UNKNOWN111177,,,UNKNOWN111178,,,3730.126385
UNKNOWN132669,,,UNKNOWN137687,,,5898.281837
CARBON LIMESTONE,,,LOWELLVILLE,,,6804.284346
