"Project #","Request Status","Queue Date","Withdrawn Date","Done Date","Appl In Service Date","Transmission Owner","County","State","Study Cycle","Study Group","Study Phase","Service Type","POI Name","Summer MW","Winter MW","Fuel","Generating Facility","Post GIA Status","Negotiated In Service Date","Decision Point 1 ERIS MW","Decision Point 1 NRIS MW","Decision Point 2 ERIS MW","Decision Point 2 NRIS MW"
"J2389","Active","2022-09-15T04:00:00+00:00","","","2026-09-30T04:00:00+00:00","AMEREN ILLINOIS","Adams","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Monument 138kV","150","150","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2390","Active","2022-09-15T04:00:00+00:00","","","2026-09-30T04:00:00+00:00","AMEREN ILLINOIS","Fulton","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Ipava 138kV","350","350","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2391","Active","2022-09-14T04:00:00+00:00","","","2026-10-31T04:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Tallahatchie","MS","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Webb 115 kV","100","100","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2392","Active","2022-09-15T04:00:00+00:00","","","2026-10-31T04:00:00+00:00","METC","Mason","MI","DPP-2022","East (ITC)","Phase 1","Network Resource Interconnection Service (NRIS)","PERE MARQUETTE 138 KV","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2393","Active","2023-08-25T04:00:00+00:00","","","2027-09-01T04:00:00+00:00","AMEREN ILLINOIS","Coles","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Kansas West Substation 138kV","164","164","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2394","Withdrawn","2022-09-15T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2025-05-31T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Craighead","AR","DPP-2022","South","Phase 1","Energy Resource Interconnection Service (ERIS)","Independence ISES - Powerline Road 500 kV","200","200","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2395","Active","2022-09-14T04:00:00+00:00","","","2025-05-31T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Calhoun","AR","DPP-2022","South","Phase 1","Energy Resource Interconnection Service (ERIS)","Sheridan EHV - El Dorado EHV 500 kV","500","500","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2396","Active","2022-09-15T04:00:00+00:00","","","2025-05-31T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Calhoun","AR","DPP-2022","South","Phase 1","Energy Resource Interconnection Service (ERIS)","SHERIDAN EHV - EL DORADO EHV 500 kV (851.1)","400","400","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2397","Active","2022-09-15T04:00:00+00:00","","","2025-05-31T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Calhoun","AR","DPP-2022","South","Phase 1","Energy Resource Interconnection Service (ERIS)","SHERIDAN EHV - EL DORADO EHV 500 kV (851.1)","160","160","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2398","Withdrawn","2022-09-15T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2025-05-31T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Craighead","AR","DPP-2022","South","Phase 1","Energy Resource Interconnection Service (ERIS)","Independence ISES - Powerline Road 500 kV","160","160","Hybrid","Solar/Battery","Not Started","","0","0","0","0"
"J2399","Withdrawn","2022-09-15T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2025-05-31T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Craighead","AR","DPP-2022","South","Phase 1","Energy Resource Interconnection Service (ERIS)","Independence ISES - Powerline Road 500 kV","500","500","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2400","Active","2022-09-15T04:00:00+00:00","","","2025-05-31T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Bienville","LA","DPP-2022","South","Phase 1","Energy Resource Interconnection Service (ERIS)","Sailes Substation 115kV","120","120","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2401","Active","2022-09-15T04:00:00+00:00","","","2025-05-31T04:00:00+00:00","AMEREN ILLINOIS","Johnson","IL","DPP-2022","Central","Phase 1","Energy Resource Interconnection Service (ERIS)","7E W FKFT - 7SHAWNEE FP (TVA) 345kV","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2402","Active","2022-09-15T04:00:00+00:00","","","2025-05-31T04:00:00+00:00","AMEREN ILLINOIS","Johnson","IL","DPP-2022","Central","Phase 1","Energy Resource Interconnection Service (ERIS)","7E W FKFT - 7SHAWNEE FP (TVA) 345kV","200","200","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2403","Active","2022-09-15T04:00:00+00:00","","","2025-05-31T04:00:00+00:00","AMEREN ILLINOIS","Johnson","IL","DPP-2022","Central","Phase 1","Energy Resource Interconnection Service (ERIS)","Jordan - Massac 345 kV (Future Line: MTEP ID - 11925)","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2404","Active","2022-09-15T04:00:00+00:00","","","2025-11-01T04:00:00+00:00","ENTERGY LOUISIANA, LLC","East Baton Rouge","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","EAST","38.8","38.8","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2405","Active","2022-09-13T04:00:00+00:00","","","2026-07-31T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Jefferson","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Peters Road 230 kV substation","200","200","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2406","Active","2022-09-14T04:00:00+00:00","","","2026-09-01T04:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Madison","MS","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Pickens - Canton 230 kV","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2407","Active","2022-09-14T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Sullivan","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Dresser-Merom (HED) 345kV line break","198","198","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2408","Withdrawn","2022-09-12T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2026-03-07T05:00:00+00:00","DUKE ENERGY INDIANA, LLC","Switzerland","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Fairview 138 kV Substation","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2409","Active","2022-09-14T04:00:00+00:00","","","2026-11-01T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Independence","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","INDEPENDENCE-ISES 500kV Substation","150","150","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2410","Active","2022-09-15T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","MIDAMERICAN ENERGY CO.","Pottawattamie","IA","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Pony Creek-Rolling Hills Wind 345kV","300","300","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2411","Active","2022-09-13T04:00:00+00:00","","","2026-10-01T04:00:00+00:00","CLECO POWER LLC","De Soto","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Red River-Mansfield 138kV","80","80","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2412","Withdrawn","2022-09-15T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2026-10-01T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Pulaski","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","LR Alexander 115kV","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2413","Active","2022-09-13T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","AMEREN ILLINOIS","McLean","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Hoopeston West 138kV","150","150","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2414","Active","2022-09-13T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","AMEREN ILLINOIS","Vermilion","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Hoopeston 138kV","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2415","Active","2022-09-13T04:00:00+00:00","","","2026-10-01T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Acadia","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Richard 138kV","75","75","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2416","Active","2022-09-12T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Trempealeau","WI","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","North Rochester-Briggs Road 345kV","125","125","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2417","Active","2022-09-12T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Trempealeau","WI","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","North Rochester-Briggs Road 345kV","300","300","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2418","Active","2022-09-14T04:00:00+00:00","","","2025-10-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Marshall","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Burr Oak 138kV","140","140","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2419","Active","2022-09-12T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","ITC MIDWEST","Faribault","MN","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Huntley 345kV","300","300","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2420","Active","2022-09-12T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","ITC MIDWEST","Faribault","MN","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Huntley 345kV","95","95","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2421","Active","2022-09-14T04:00:00+00:00","","","2025-10-01T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Rush","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Greensboro-Gwynneville 345kV","200","200","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2422","Withdrawn","2022-09-12T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2027-10-01T04:00:00+00:00","AMEREN TRANSMISSION COMPANY OF ILLINOIS","Washington","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Baldwin","200","200","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2423","Active","2022-09-13T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Columbia","WI","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","Columbia-North Madison 345kV","300","300","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2424","Active","2022-09-13T04:00:00+00:00","","","2026-10-01T04:00:00+00:00","CLECO POWER LLC","Evangeline","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Manuel 138kV","100","100","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2425","Active","2022-09-13T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","AMEREN MISSOURI","Montgomery","MO","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","7ENON - 7MONTGMRY 345kV","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2426","Active","2022-09-12T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","AMEREN ILLINOIS","Marion","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Kinmundy 138kV","200","200","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2427","Active","2022-09-12T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","AMEREN ILLINOIS","Marion","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Kinmundy 138kV","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2428","Withdrawn","2022-09-12T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2026-10-01T04:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Coahoma","MS","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Clarksdale 115kV","100","100","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2429","Active","2022-09-12T04:00:00+00:00","","","2027-10-01T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Dane","WI","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","North Madison 69kV Substation","50","50","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2430","Withdrawn","2022-09-13T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2026-10-01T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Concordia","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Red Gum 115kV","80","80","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2431","Active","2022-09-13T04:00:00+00:00","","","2026-10-01T04:00:00+00:00","ENTERGY ARKANSAS, LLC","St. Francis","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","West Memphis-Genpower Keo 500kV Line Break (located at ""CHALKBLUFFPV"" 500kV POI SS, co-located with","150","150","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2432","Active","2022-09-12T04:00:00+00:00","","","2026-10-01T04:00:00+00:00","ENTERGY MISSISSIPPI, LLC.","Tunica","MS","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Lula-Tunica 115kV","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2433","Withdrawn","2022-09-14T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2027-10-01T04:00:00+00:00","GREAT RIVER ENERGY","Wadena","MN","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Wing River-Riverton 230kV","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2434","Active","2022-09-13T04:00:00+00:00","","","2028-10-01T04:00:00+00:00","AMEREN ILLINOIS","Vermilion","IL","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Hoopeston West 138kV","150","150","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2435","Active","2022-09-13T04:00:00+00:00","","","2030-10-01T04:00:00+00:00","MIDAMERICAN ENERGY CO.","Webster","IA","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Webster-Wright 161kV","150","150","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2436","Active","2022-09-12T04:00:00+00:00","","","2030-10-01T04:00:00+00:00","MIDAMERICAN ENERGY CO.","Webster","IA","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Webster-Lehigh 345kV","300","300","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2437","Active","2022-09-15T04:00:00+00:00","","","2027-09-01T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Lee","AR","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","AECC AUBREY to BRINKLEY EAST 230kV","250","250","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2438","Withdrawn","2022-09-13T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2027-10-01T04:00:00+00:00","AMEREN MISSOURI","Montgomery","MO","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","7MONTGMRY -7ENON 345kV","150","150","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2439","Active","2022-09-12T04:00:00+00:00","","","2028-10-01T04:00:00+00:00","AMERICAN TRANSMISSION COMPANY","Marathon","WI","DPP-2022","East (ATC)","Phase 1","Network Resource Interconnection Service (NRIS)","Gardner Park-Stone Lake 345kV","50","50","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2440","Active","2022-09-15T04:00:00+00:00","","","2027-07-31T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Benton","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","GOODLAND to MORRISON DITCH 138kV","100","100","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2441","Active","2022-09-15T04:00:00+00:00","","","2026-10-31T04:00:00+00:00","CLECO POWER LLC","Beauregard","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","West Bay - Centennial 138 kV","250","250","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2442","Active","2022-09-15T04:00:00+00:00","","","2025-10-31T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Ripley","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Batesville 138 kV","84","84","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2443","Active","2022-09-14T04:00:00+00:00","","","2025-10-31T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Kosciusko","IN","DPP-2022","Central","Phase 1","Network Resource Interconnection Service (NRIS)","Leesburg 345 kV","500","500","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J2444","Active","2022-09-14T04:00:00+00:00","","","2026-08-01T04:00:00+00:00","METC","Van Buren","MI","DPP-2022","East (ITC)","Phase 1","Network Resource Interconnection Service (NRIS)","Argenta - Twin Branch 345kV","300","300","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2445","Withdrawn","2022-09-15T04:00:00+00:00","2023-03-24T04:00:00+00:00","","2025-09-01T04:00:00+00:00","ITC MIDWEST","Greene","IA","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Karma 161kV","50","50","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2446","Active","2022-09-12T04:00:00+00:00","","","2027-09-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Dunn","WI","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Allen S King 345kV - Eau Claire 345 kV","300","300","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J2447","Active","2022-09-15T04:00:00+00:00","","","2027-09-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Cottonwood","MN","DPP-2022","West","Phase 1","Network Resource Interconnection Service (NRIS)","Lyon County - Cedar Mountain 345kV","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J2448","Active","2022-09-15T04:00:00+00:00","","","2026-10-31T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Webster","LA","DPP-2022","South","Phase 1","Network Resource Interconnection Service (NRIS)","Haynesville South to Sarepta 115kV","100","100","Solar","Photovoltaic","Not Started","","0","0","0","0"
